Post ID,Product,Platform,Date,Time,Hook,Audience,CTA,Asset Type,Size,Overlay Text,Visual Metaphor,Media Prompt,Relevance Score,Errors,Warnings
arcg-2026-05-26-instagram-1,arcg,instagram,2026-05-26,12:00,Your maintenance dispatch is leaking tenant trust every time a work order goes unanswered for 48 hours.,service-companies,Want me to show you where the waste likely is?,carousel,1024x1536,Your maintenance dispatch is leaking tenant,workflow blueprint,"[Slide 1]
Slide 1 — Hook. Visualize the buyer pain in the hook: ""Your maintenance dispatch is leaking tenant trust every time a work order goes unanswered for 48 hours."". Show the broken workflow / leaking pipeline / unclear dashboard the operator is staring at.
Audience: service companies.
Why this visual belongs to this exact post: it turns ""Your maintenance dispatch is leaking tenant trust every time a work order goes unanswered for 48 hours."" into slide 1's Your maintenance dispatch is leaking tenant trust every t… frame for ARCG and the ""campaign intent"" action.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks.
Required concepts: operational leak, blueprint, workflow, dashboard, dispatch, reporting, compliance.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Image size: 1024x1536 (Instagram carousel portrait).
This slide is part of a 5-slide carousel for post arcg-2026-05-26-instagram-1.

---

[Slide 2]
Slide 2 — Problem. Show the manual workaround the team uses today (spreadsheet sprawl, group chats, sticky notes). Same product visual system as slide 1.
Audience: service companies.
Why this visual belongs to this exact post: it turns ""Your maintenance dispatch is leaking tenant trust every time a work order goes unanswered for 48 hours."" into slide 2's The problem operators don't name frame for ARCG and the ""campaign intent"" action.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks.
Required concepts: operational leak, blueprint, workflow, dashboard, dispatch, reporting, compliance.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Image size: 1024x1536 (Instagram carousel portrait).
This slide is part of a 5-slide carousel for post arcg-2026-05-26-instagram-1.

---

[Slide 3]
Slide 3 — Hidden cost. Show the downstream consequence (missed SLA, dropped intake, audit gap). Make the cost legible — a metric, a missed handoff, a red status pill.
Audience: service companies.
Why this visual belongs to this exact post: it turns ""Your maintenance dispatch is leaking tenant trust every time a work order goes unanswered for 48 hours."" into slide 3's What it actually costs frame for ARCG and the ""campaign intent"" action.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks.
Required concepts: operational leak, blueprint, workflow, dashboard, dispatch, reporting, compliance.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Image size: 1024x1536 (Instagram carousel portrait).
This slide is part of a 5-slide carousel for post arcg-2026-05-26-instagram-1.

---

[Slide 4]
Slide 4 — Product frame. Show ARCG's operational leak map as the layer that surfaces the missing visibility. Keep the dashboard plausible, not a sci-fi mockup.
Audience: service companies.
Why this visual belongs to this exact post: it turns ""Your maintenance dispatch is leaking tenant trust every time a work order goes unanswered for 48 hours."" into slide 4's ARCG fits here frame for ARCG and the ""campaign intent"" action.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks.
Required concepts: operational leak, blueprint, workflow, dashboard, dispatch, reporting, compliance.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Image size: 1024x1536 (Instagram carousel portrait).
This slide is part of a 5-slide carousel for post arcg-2026-05-26-instagram-1.

---

[Slide 5]
Slide 5 — CTA. Closing card with the campaign intent (""campaign intent"") and ARCG brand mark. Quiet composition, gold accent, no stock photography.
Audience: service companies.
Why this visual belongs to this exact post: it turns ""Your maintenance dispatch is leaking tenant trust every time a work order goes unanswered for 48 hours."" into slide 5's Next step frame for ARCG and the ""campaign intent"" action.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks.
Required concepts: operational leak, blueprint, workflow, dashboard, dispatch, reporting, compliance.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Image size: 1024x1536 (Instagram carousel portrait).
This slide is part of a 5-slide carousel for post arcg-2026-05-26-instagram-1.",85,[mediaPrompt] prompt contains generic / stock-photo visual language: stock photo,
arcg-2026-05-26-facebook-1,arcg,facebook,2026-05-26,10:00,Your maintenance dispatch is leaking tenant trust every time a work order goes unanswered for 48 hours.,service-companies,Book a free triage call — arcgsystems.com,image,1024x1024,Your maintenance dispatch is leaking tenant,vendor dispatch board,"Generate an editorial facebook visual for ARCG (1024x1024).
Audience: service companies.
Campaign intent: campaign intent.
This image must visualize THIS specific hook: ""Your maintenance dispatch is leaking tenant trust every time a work order goes unanswered for 48 hours."".
Visual metaphor: vendor dispatch board.
Focal anchor (the protagonist of the frame): a reporting dashboard with one metric drilled into.
Composition style: vertical stacked-card composition of three connected steps, arrows between them.
Scene mood: quiet planning session, paper sketches next to a screen.
Why this visual belongs to this exact post: it translates ""Your maintenance dispatch is leaking tenant trust every time a work order goes unanswered for 48 hours."" into a vendor dispatch board for ARCG, tied to campaign intent for service companies.
Show the operational leak / workflow failure the hook describes — make the broken thing readable in one glance.
Anchor on these concepts ONLY (do not try to cram every operational concept into one frame): reporting, compliance, operational leak.
Visual distinctness requirement: this image must NOT recreate the generic multi-panel ""blue-dashboard with red and gold widgets"" composition. Every post in this campaign needs a different camera angle, different focal subject, and different scene framing. If your default impulse is ""a wide dashboard with several widgets"", reject it and use the composition style and focal anchor above instead.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks. Editorial, high-resolution, photographic-realism for any UI screens, no stock-photo people, no logos that are not ARCG, SourceDeck, ChartNav, or Rezy.
Overlay text: place exactly ""Your maintenance dispatch is leaking tenant"" as a small label in the bottom-left of the frame. Do not render long captions inside the image. Do not generate any other in-image text.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Theme: Property Management Diagnostics. Source angle: Property Management Diagnostics.",100,,
arcg-2026-05-27-linkedin-1,arcg,linkedin,2026-05-27,09:00,Your CPARS score is only as good as the operational system behind it. Most contractors wing it.,government-contractors,Want me to show you where the waste likely is?,image,1536x1024,Your CPARS score is only as,operational leak map,"Generate an editorial linkedin visual for ARCG (1536x1024).
Audience: government contractors.
Campaign intent: campaign intent.
This image must visualize THIS specific hook: ""Your CPARS score is only as good as the operational system behind it. Most contractors wing it."".
Visual metaphor: operational leak map.
Focal anchor (the protagonist of the frame): an ops dashboard with red leak indicators and gold healthy states side-by-side.
Composition style: before/after framing with a subtle red→green progression cue.
Scene mood: tense pre-deadline focus, red SLA timer prominent.
Why this visual belongs to this exact post: it translates ""Your CPARS score is only as good as the operational system behind it. Most contractors wing it."" into a operational leak map for ARCG, tied to campaign intent for government contractors.
Show the operational leak / workflow failure the hook describes — make the broken thing readable in one glance.
Anchor on these concepts ONLY (do not try to cram every operational concept into one frame): operational leak, blueprint, workflow.
Visual distinctness requirement: this image must NOT recreate the generic multi-panel ""blue-dashboard with red and gold widgets"" composition. Every post in this campaign needs a different camera angle, different focal subject, and different scene framing. If your default impulse is ""a wide dashboard with several widgets"", reject it and use the composition style and focal anchor above instead.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks. Editorial, high-resolution, photographic-realism for any UI screens, no stock-photo people, no logos that are not ARCG, SourceDeck, ChartNav, or Rezy.
Overlay text: place exactly ""Your CPARS score is only as"" as a small label in the bottom-left of the frame. Do not render long captions inside the image. Do not generate any other in-image text.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Theme: Government Contractor Operations. Source angle: Government Contractor Operations.",100,,
arcg-2026-05-27-instagram-1,arcg,instagram,2026-05-27,12:00,Your CPARS score is only as good as the operational system behind it. Most contractors wing it.,government-contractors,Book a free triage call — arcgsystems.com,carousel,1024x1536,Your CPARS score is only as,vendor dispatch board,"[Slide 1]
Slide 1 — Hook. Visualize the buyer pain in the hook: ""Your CPARS score is only as good as the operational system behind it. Most contractors wing it."". Show the broken workflow / leaking pipeline / unclear dashboard the operator is staring at.
Audience: government contractors.
Why this visual belongs to this exact post: it turns ""Your CPARS score is only as good as the operational system behind it. Most contractors wing it."" into slide 1's Your CPARS score is only as good as the operational syste… frame for ARCG and the ""campaign intent"" action.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks.
Required concepts: operational leak, blueprint, workflow, dashboard, dispatch, reporting, compliance.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Image size: 1024x1536 (Instagram carousel portrait).
This slide is part of a 5-slide carousel for post arcg-2026-05-27-instagram-1.

---

[Slide 2]
Slide 2 — Problem. Show the manual workaround the team uses today (spreadsheet sprawl, group chats, sticky notes). Same product visual system as slide 1.
Audience: government contractors.
Why this visual belongs to this exact post: it turns ""Your CPARS score is only as good as the operational system behind it. Most contractors wing it."" into slide 2's The problem operators don't name frame for ARCG and the ""campaign intent"" action.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks.
Required concepts: operational leak, blueprint, workflow, dashboard, dispatch, reporting, compliance.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Image size: 1024x1536 (Instagram carousel portrait).
This slide is part of a 5-slide carousel for post arcg-2026-05-27-instagram-1.

---

[Slide 3]
Slide 3 — Hidden cost. Show the downstream consequence (missed SLA, dropped intake, audit gap). Make the cost legible — a metric, a missed handoff, a red status pill.
Audience: government contractors.
Why this visual belongs to this exact post: it turns ""Your CPARS score is only as good as the operational system behind it. Most contractors wing it."" into slide 3's What it actually costs frame for ARCG and the ""campaign intent"" action.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks.
Required concepts: operational leak, blueprint, workflow, dashboard, dispatch, reporting, compliance.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Image size: 1024x1536 (Instagram carousel portrait).
This slide is part of a 5-slide carousel for post arcg-2026-05-27-instagram-1.

---

[Slide 4]
Slide 4 — Product frame. Show ARCG's operational leak map as the layer that surfaces the missing visibility. Keep the dashboard plausible, not a sci-fi mockup.
Audience: government contractors.
Why this visual belongs to this exact post: it turns ""Your CPARS score is only as good as the operational system behind it. Most contractors wing it."" into slide 4's ARCG fits here frame for ARCG and the ""campaign intent"" action.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks.
Required concepts: operational leak, blueprint, workflow, dashboard, dispatch, reporting, compliance.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Image size: 1024x1536 (Instagram carousel portrait).
This slide is part of a 5-slide carousel for post arcg-2026-05-27-instagram-1.

---

[Slide 5]
Slide 5 — CTA. Closing card with the campaign intent (""campaign intent"") and ARCG brand mark. Quiet composition, gold accent, no stock photography.
Audience: government contractors.
Why this visual belongs to this exact post: it turns ""Your CPARS score is only as good as the operational system behind it. Most contractors wing it."" into slide 5's Next step frame for ARCG and the ""campaign intent"" action.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks.
Required concepts: operational leak, blueprint, workflow, dashboard, dispatch, reporting, compliance.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Image size: 1024x1536 (Instagram carousel portrait).
This slide is part of a 5-slide carousel for post arcg-2026-05-27-instagram-1.",85,[mediaPrompt] prompt contains generic / stock-photo visual language: stock photo,
arcg-2026-05-27-facebook-1,arcg,facebook,2026-05-27,10:00,Your CPARS score is only as good as the operational system behind it. Most contractors wing it.,government-contractors,Worth a quick 10-minute triage call?,image,1024x1024,Your CPARS score is only as,SLA tracker,"Generate an editorial facebook visual for ARCG (1024x1024).
Audience: government contractors.
Campaign intent: campaign intent.
This image must visualize THIS specific hook: ""Your CPARS score is only as good as the operational system behind it. Most contractors wing it."".
Visual metaphor: SLA tracker.
Focal anchor (the protagonist of the frame): a handoff diagram with a missing-owner gap glowing.
Composition style: side-by-side split: broken/manual state on the left, organized state on the right, vertical divider.
Scene mood: split-screen control tower at peak activity.
Why this visual belongs to this exact post: it translates ""Your CPARS score is only as good as the operational system behind it. Most contractors wing it."" into a SLA tracker for ARCG, tied to campaign intent for government contractors.
Show the operational leak / workflow failure the hook describes — make the broken thing readable in one glance.
Anchor on these concepts ONLY (do not try to cram every operational concept into one frame): reporting, compliance, operational leak.
Visual distinctness requirement: this image must NOT recreate the generic multi-panel ""blue-dashboard with red and gold widgets"" composition. Every post in this campaign needs a different camera angle, different focal subject, and different scene framing. If your default impulse is ""a wide dashboard with several widgets"", reject it and use the composition style and focal anchor above instead.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks. Editorial, high-resolution, photographic-realism for any UI screens, no stock-photo people, no logos that are not ARCG, SourceDeck, ChartNav, or Rezy.
Overlay text: place exactly ""Your CPARS score is only as"" as a small label in the bottom-left of the frame. Do not render long captions inside the image. Do not generate any other in-image text.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Theme: Government Contractor Operations. Source angle: Government Contractor Operations.",100,,
arcg-2026-05-28-linkedin-1,arcg,linkedin,2026-05-28,09:00,Managing operations from another country works only when the system does not depend on your presence.,caribbean-latam-operators,Book a free triage call — arcgsystems.com,image,1536x1024,Managing operations from another country works,reporting visibility console,"Generate an editorial linkedin visual for ARCG (1536x1024).
Audience: caribbean latam operators.
Campaign intent: campaign intent.
This image must visualize THIS specific hook: ""Managing operations from another country works only when the system does not depend on your presence."".
Visual metaphor: reporting visibility console.
Focal anchor (the protagonist of the frame): a single red SLA-breach widget centered as the protagonist.
Composition style: isometric 3/4 view of a multi-panel operations layout, depth and layering.
Scene mood: early-morning shift change, low warm lighting.
Why this visual belongs to this exact post: it translates ""Managing operations from another country works only when the system does not depend on your presence."" into a reporting visibility console for ARCG, tied to campaign intent for caribbean latam operators.
Show the operational leak / workflow failure the hook describes — make the broken thing readable in one glance.
Anchor on these concepts ONLY (do not try to cram every operational concept into one frame): reporting, compliance, operational leak.
Visual distinctness requirement: this image must NOT recreate the generic multi-panel ""blue-dashboard with red and gold widgets"" composition. Every post in this campaign needs a different camera angle, different focal subject, and different scene framing. If your default impulse is ""a wide dashboard with several widgets"", reject it and use the composition style and focal anchor above instead.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks. Editorial, high-resolution, photographic-realism for any UI screens, no stock-photo people, no logos that are not ARCG, SourceDeck, ChartNav, or Rezy.
Overlay text: place exactly ""Managing operations from another country works"" as a small label in the bottom-left of the frame. Do not render long captions inside the image. Do not generate any other in-image text.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Theme: Caribbean & LatAm Operator Diagnostics. Source angle: Caribbean & LatAm Operator Diagnostics.",100,,
arcg-2026-05-28-instagram-1,arcg,instagram,2026-05-28,12:00,Managing operations from another country works only when the system does not depend on your presence.,caribbean-latam-operators,Worth a quick 10-minute triage call?,image,1024x1536,Managing operations from another country works,handoff diagram,"Generate an editorial instagram visual for ARCG (1024x1536).
Audience: caribbean latam operators.
Campaign intent: campaign intent.
This image must visualize THIS specific hook: ""Managing operations from another country works only when the system does not depend on your presence."".
Visual metaphor: handoff diagram.
Focal anchor (the protagonist of the frame): an operational-leak map with one tagged failure point.
Composition style: vertical stacked-card composition of three connected steps, arrows between them.
Scene mood: mid-day live war-room, alert energy.
Why this visual belongs to this exact post: it translates ""Managing operations from another country works only when the system does not depend on your presence."" into a handoff diagram for ARCG, tied to campaign intent for caribbean latam operators.
Show the operational leak / workflow failure the hook describes — make the broken thing readable in one glance.
Anchor on these concepts ONLY (do not try to cram every operational concept into one frame): operational leak, blueprint, workflow.
Visual distinctness requirement: this image must NOT recreate the generic multi-panel ""blue-dashboard with red and gold widgets"" composition. Every post in this campaign needs a different camera angle, different focal subject, and different scene framing. If your default impulse is ""a wide dashboard with several widgets"", reject it and use the composition style and focal anchor above instead.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks. Editorial, high-resolution, photographic-realism for any UI screens, no stock-photo people, no logos that are not ARCG, SourceDeck, ChartNav, or Rezy.
Overlay text: place exactly ""Managing operations from another country works"" as a small label in the bottom-left of the frame. Do not render long captions inside the image. Do not generate any other in-image text.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Theme: Caribbean & LatAm Operator Diagnostics. Source angle: Caribbean & LatAm Operator Diagnostics.",100,,
arcg-2026-05-28-facebook-1,arcg,facebook,2026-05-28,10:00,Managing operations from another country works only when the system does not depend on your presence.,caribbean-latam-operators,Want me to map the breakdown I'm seeing?,image,1024x1024,Managing operations from another country works,ops dashboard,"Generate an editorial facebook visual for ARCG (1024x1024).
Audience: caribbean latam operators.
Campaign intent: campaign intent.
This image must visualize THIS specific hook: ""Managing operations from another country works only when the system does not depend on your presence."".
Visual metaphor: ops dashboard.
Focal anchor (the protagonist of the frame): an operational-leak map with one tagged failure point.
Composition style: top-down flat-lay of a workflow diagram on a dark desk, gold accent annotations.
Scene mood: mid-day live war-room, alert energy.
Why this visual belongs to this exact post: it translates ""Managing operations from another country works only when the system does not depend on your presence."" into a ops dashboard for ARCG, tied to campaign intent for caribbean latam operators.
Show the operational leak / workflow failure the hook describes — make the broken thing readable in one glance.
Anchor on these concepts ONLY (do not try to cram every operational concept into one frame): dispatch, reporting, compliance.
Visual distinctness requirement: this image must NOT recreate the generic multi-panel ""blue-dashboard with red and gold widgets"" composition. Every post in this campaign needs a different camera angle, different focal subject, and different scene framing. If your default impulse is ""a wide dashboard with several widgets"", reject it and use the composition style and focal anchor above instead.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks. Editorial, high-resolution, photographic-realism for any UI screens, no stock-photo people, no logos that are not ARCG, SourceDeck, ChartNav, or Rezy.
Overlay text: place exactly ""Managing operations from another country works"" as a small label in the bottom-left of the frame. Do not render long captions inside the image. Do not generate any other in-image text.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Theme: Caribbean & LatAm Operator Diagnostics. Source angle: Caribbean & LatAm Operator Diagnostics.",100,,
arcg-2026-05-29-linkedin-1,arcg,linkedin,2026-05-29,09:00,The most expensive leak in your business is the one nobody is tracking.,small-business-owners,Worth a quick 10-minute triage call?,image,1536x1024,The most expensive leak in your,workflow blueprint,"Generate an editorial linkedin visual for ARCG (1536x1024).
Audience: small business owners.
Campaign intent: campaign intent.
This image must visualize THIS specific hook: ""The most expensive leak in your business is the one nobody is tracking."".
Visual metaphor: workflow blueprint.
Focal anchor (the protagonist of the frame): a vendor dispatch board with one row highlighted in gold.
Composition style: wide horizontal hero shot of a single large console screen, off-center subject, generous negative space on the right.
Scene mood: after-hours ops room, single screen glow.
Why this visual belongs to this exact post: it translates ""The most expensive leak in your business is the one nobody is tracking."" into a workflow blueprint for ARCG, tied to campaign intent for small business owners.
Show the operational leak / workflow failure the hook describes — make the broken thing readable in one glance.
Anchor on these concepts ONLY (do not try to cram every operational concept into one frame): blueprint, workflow, dashboard.
Visual distinctness requirement: this image must NOT recreate the generic multi-panel ""blue-dashboard with red and gold widgets"" composition. Every post in this campaign needs a different camera angle, different focal subject, and different scene framing. If your default impulse is ""a wide dashboard with several widgets"", reject it and use the composition style and focal anchor above instead.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks. Editorial, high-resolution, photographic-realism for any UI screens, no stock-photo people, no logos that are not ARCG, SourceDeck, ChartNav, or Rezy.
Overlay text: place exactly ""The most expensive leak in your"" as a small label in the bottom-left of the frame. Do not render long captions inside the image. Do not generate any other in-image text.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Theme: Operational Waste Exposé. Source angle: Operational Waste Exposé.",100,,
arcg-2026-05-29-instagram-1,arcg,instagram,2026-05-29,12:00,The most expensive leak in your business is the one nobody is tracking.,small-business-owners,Want me to map the breakdown I'm seeing?,image,1024x1536,The most expensive leak in your,operational leak map,"Generate an editorial instagram visual for ARCG (1024x1536).
Audience: small business owners.
Campaign intent: campaign intent.
This image must visualize THIS specific hook: ""The most expensive leak in your business is the one nobody is tracking."".
Visual metaphor: operational leak map.
Focal anchor (the protagonist of the frame): a handoff diagram with a missing-owner gap glowing.
Composition style: macro detail close-up on one widget or metric, shallow depth of field, blurred surrounding interface.
Scene mood: split-screen control tower at peak activity.
Why this visual belongs to this exact post: it translates ""The most expensive leak in your business is the one nobody is tracking."" into a operational leak map for ARCG, tied to campaign intent for small business owners.
Show the operational leak / workflow failure the hook describes — make the broken thing readable in one glance.
Anchor on these concepts ONLY (do not try to cram every operational concept into one frame): compliance, operational leak, blueprint.
Visual distinctness requirement: this image must NOT recreate the generic multi-panel ""blue-dashboard with red and gold widgets"" composition. Every post in this campaign needs a different camera angle, different focal subject, and different scene framing. If your default impulse is ""a wide dashboard with several widgets"", reject it and use the composition style and focal anchor above instead.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks. Editorial, high-resolution, photographic-realism for any UI screens, no stock-photo people, no logos that are not ARCG, SourceDeck, ChartNav, or Rezy.
Overlay text: place exactly ""The most expensive leak in your"" as a small label in the bottom-left of the frame. Do not render long captions inside the image. Do not generate any other in-image text.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Theme: Operational Waste Exposé. Source angle: Operational Waste Exposé.",100,,
arcg-2026-05-29-facebook-1,arcg,facebook,2026-05-29,10:00,The most expensive leak in your business is the one nobody is tracking.,small-business-owners,Open to a quick diagnostic conversation?,image,1024x1024,The most expensive leak in your,SLA tracker,"Generate an editorial facebook visual for ARCG (1024x1024).
Audience: small business owners.
Campaign intent: book diagnostic call.
This image must visualize THIS specific hook: ""The most expensive leak in your business is the one nobody is tracking."".
Visual metaphor: SLA tracker.
Focal anchor (the protagonist of the frame): a workflow blueprint sketch annotated with red ink.
Composition style: macro detail close-up on one widget or metric, shallow depth of field, blurred surrounding interface.
Scene mood: remote field environment with a single device in foreground.
Why this visual belongs to this exact post: it translates ""The most expensive leak in your business is the one nobody is tracking."" into a SLA tracker for ARCG, tied to book diagnostic call for small business owners.
Show the operational leak / workflow failure the hook describes — make the broken thing readable in one glance.
Anchor on these concepts ONLY (do not try to cram every operational concept into one frame): workflow, dashboard, dispatch.
Visual distinctness requirement: this image must NOT recreate the generic multi-panel ""blue-dashboard with red and gold widgets"" composition. Every post in this campaign needs a different camera angle, different focal subject, and different scene framing. If your default impulse is ""a wide dashboard with several widgets"", reject it and use the composition style and focal anchor above instead.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks. Editorial, high-resolution, photographic-realism for any UI screens, no stock-photo people, no logos that are not ARCG, SourceDeck, ChartNav, or Rezy.
Overlay text: place exactly ""The most expensive leak in your"" as a small label in the bottom-left of the frame. Do not render long captions inside the image. Do not generate any other in-image text.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Theme: Operational Waste Exposé. Source angle: Operational Waste Exposé.",100,,
arcg-2026-05-30-linkedin-1,arcg,linkedin,2026-05-30,09:00,That task your manager forwarded manually just cost you a client you will never hear from again.,property-managers,Want me to map the breakdown I'm seeing?,image,1536x1024,That task your manager forwarded manually,ops dashboard,"Generate an editorial linkedin visual for ARCG (1536x1024).
Audience: property managers.
Campaign intent: campaign intent.
This image must visualize THIS specific hook: ""That task your manager forwarded manually just cost you a client you will never hear from again."".
Visual metaphor: ops dashboard.
Focal anchor (the protagonist of the frame): a workflow blueprint sketch annotated with red ink.
Composition style: before/after framing with a subtle red→green progression cue.
Scene mood: remote field environment with a single device in foreground.
Why this visual belongs to this exact post: it translates ""That task your manager forwarded manually just cost you a client you will never hear from again."" into a ops dashboard for ARCG, tied to campaign intent for property managers.
Show the operational leak / workflow failure the hook describes — make the broken thing readable in one glance.
Anchor on these concepts ONLY (do not try to cram every operational concept into one frame): compliance, operational leak, blueprint.
Visual distinctness requirement: this image must NOT recreate the generic multi-panel ""blue-dashboard with red and gold widgets"" composition. Every post in this campaign needs a different camera angle, different focal subject, and different scene framing. If your default impulse is ""a wide dashboard with several widgets"", reject it and use the composition style and focal anchor above instead.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks. Editorial, high-resolution, photographic-realism for any UI screens, no stock-photo people, no logos that are not ARCG, SourceDeck, ChartNav, or Rezy.
Overlay text: place exactly ""That task your manager forwarded manually"" as a small label in the bottom-left of the frame. Do not render long captions inside the image. Do not generate any other in-image text.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Theme: Manual Handoff Failures. Source angle: Manual Handoff Failures.",100,,
arcg-2026-05-30-instagram-1,arcg,instagram,2026-05-30,12:00,That task your manager forwarded manually just cost you a client you will never hear from again.,property-managers,Open to a quick diagnostic conversation?,image,1024x1536,That task your manager forwarded manually,SLA tracker,"Generate an editorial instagram visual for ARCG (1024x1536).
Audience: property managers.
Campaign intent: book diagnostic call.
This image must visualize THIS specific hook: ""That task your manager forwarded manually just cost you a client you will never hear from again."".
Visual metaphor: SLA tracker.
Focal anchor (the protagonist of the frame): an ops dashboard with red leak indicators and gold healthy states side-by-side.
Composition style: wide horizontal hero shot of a single large console screen, off-center subject, generous negative space on the right.
Scene mood: tense pre-deadline focus, red SLA timer prominent.
Why this visual belongs to this exact post: it translates ""That task your manager forwarded manually just cost you a client you will never hear from again."" into a SLA tracker for ARCG, tied to book diagnostic call for property managers.
Show the operational leak / workflow failure the hook describes — make the broken thing readable in one glance.
Anchor on these concepts ONLY (do not try to cram every operational concept into one frame): reporting, compliance, operational leak.
Visual distinctness requirement: this image must NOT recreate the generic multi-panel ""blue-dashboard with red and gold widgets"" composition. Every post in this campaign needs a different camera angle, different focal subject, and different scene framing. If your default impulse is ""a wide dashboard with several widgets"", reject it and use the composition style and focal anchor above instead.
Style: dark navy (#0A0C12) and charcoal background, gold (#C9941A) accent, muted teal for healthy states, red for leaks. Editorial, high-resolution, photographic-realism for any UI screens, no stock-photo people, no logos that are not ARCG, SourceDeck, ChartNav, or Rezy.
Overlay text: place exactly ""That task your manager forwarded manually"" as a small label in the bottom-left of the frame. Do not render long captions inside the image. Do not generate any other in-image text.
Forbidden: no robots; no humanoid AI characters; no handshakes; no conference rooms; no stock-photo business people; no generic office scenes; no city skyline backgrounds.
Theme: Manual Handoff Failures. Source angle: Manual Handoff Failures.",100,,
